GeneId	GeneName
NCU11175.7	ATP-dependent RNA helicase drs-1
NCU09783.7	D-isomer specific 2-hydroxyacid dehydrogenase
NCU02586.7	ENTH domain-containing protein
NCU02068.7	conserved hypothetical protein
NCU06476.7	conserved hypothetical protein
NCU16463.7	hypothetical protein
NCU00798.7	conserved hypothetical protein
NCU10225.7	xenobiotic compound monooxygenase
NCU05211.7	conserved hypothetical protein
NCU03321.7	eukaryotic ribosome biogenesis protein 1
NCU05758.7	pre-2
NCU02919.7	cupin domain-containing protein
NCU17187.7	conserved hypothetical protein
NCU02264.7	prefoldin subunit 3
NCU06279.7	eif3l
NCU02527.7	conserved hypothetical protein
NCU08543.7	conserved hypothetical protein
NCU02883.7	conserved hypothetical protein
NCU05925.7	conserved hypothetical protein
NCU02204.7	SWIB/MDM2 domain-containing protein
NCU08585.7	conserved hypothetical protein
NCU05912.7	conserved hypothetical protein
NCU04330.7	conserved hypothetical protein
NCU00239.7	AMP binding domain-containing protein
NCU08674.7	pentatricopeptide repeat protein
NCU11322.7	transcription factor Tos4
NCU08518.7	conserved hypothetical protein
NCU09746.7	nit-9
NCU03392.7	conserved hypothetical protein
NCU00155.7	C6 transcription factor
NCU11415.7	1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma 2
NCU03126.7	conserved hypothetical protein
NCU04927.7	conserved hypothetical protein
NCU16511.7	ADP-ribose 1''-phosphate phosphatase
NCU09374.7	integral membrane protein
NCU11311.7	small zinc finger protein Tim8
NCU08736.7	cytidylyltransferase
NCU05565.7	conserved hypothetical protein
NCU08036.7	pre-mRNA-splicing factor syf-1
NCU16877.7	hypothetical protein
NCU07917.7	conserved hypothetical protein
NCU02516.7	conserved hypothetical protein
NCU03786.7	serine/threonine protein phosphatase 2A
NCU01923.7	conserved hypothetical protein
NCU12100.7	hypothetical protein
NCU08348.7	conserved hypothetical protein
NCU03206.7	C2H2 finger domain-containing protein
NCU01638.7	DNA-directed RNA polymerase I subunit RPA1
NCU07610.7	taurine dioxygenase
NCU08727.7	conserved hypothetical protein
NCU08524.7	conserved hypothetical protein
NCU02066.7	ribosome assembly protein Noc2
NCU12021.7	conserved hypothetical protein
NCU06598.7	conserved hypothetical protein
NCU06662.7	mitochondrial carrier protein
NCU04852.7	conserved hypothetical protein
NCU08676.7	conserved hypothetical protein
NCU04344.7	eif2B-alpha
NCU03679.7	conserved hypothetical protein
NCU10659.7	predicted protein
NCU03590.7	conserved hypothetical protein
NCU09536.7	conserved hypothetical protein
NCU07558.7	sporulation protein RMD1
NCU09480.7	heme/steroid binding domain-containing protein
NCU07669.7	pco-1
NCU05673.7	conserved hypothetical protein
NCU00389.7	developmentally regulated GTP-binding protein 1
NCU07034.7	predicted protein
NCU00945.7	col-20
NCU04922.7	conserved hypothetical protein
NCU00633.7	conserved hypothetical protein
NCU04548.7	DNA polymerase epsilon
NCU02215.7	conserved hypothetical protein
NCU09366.7	pcb-6
NCU03039.7	splicing factor u2af large subunit
NCU02254.7	tubulin folding cofactor C
NCU09118.7	DNA topoisomerase I
NCU07895.7	conserved hypothetical protein
NCU01124.7	conserved hypothetical protein
NCU05979.7	conserved hypothetical protein
NCU05232.7	AP-2 complex subunit beta
NCU12033.7	class III chitinase
NCU04440.7	conserved hypothetical protein
NCU06706.7	killer toxin sensitivity protein
NCU02173.7	C6 zinc finger protein
NCU04546.7	conserved hypothetical protein
NCU00832.7	conserved hypothetical protein
NCU04086.7	hydrolase
NCU02307.7	conserved hypothetical protein
NCU09467.7	conserved hypothetical protein
NCU06847.7	major facilitator superfamily transporter
NCU07758.7	conserved hypothetical protein
NCU08007.7	PfkB family carbohydrate kinase
NCU16506.7	conserved hypothetical protein
NCU01564.7	calcium dependent mitochondrial carrier protein
NCU03553.7	conserved hypothetical protein
NCU09007.7	conserved hypothetical protein
NCU08618.7	ADP-ribosylation factor family protein
NCU05855.7	O-methyltransferase
NCU06167.7	MFS monocarboxylate transporter
NCU04450.7	conserved hypothetical protein
NCU08713.7	conserved hypothetical protein
NCU00760.7	conserved hypothetical protein
NCU07401.7	conserved hypothetical protein
NCU10907.7	apr-13
NCU07856.7	conserved hypothetical protein
NCU09664.7	acetylxylan esterase
NCU00400.7	conserved hypothetical protein
NCU08866.7	conserved hypothetical protein
NCU08916.7	conserved hypothetical protein
NCU03167.7	conserved hypothetical protein
NCU06766.7	dcl-2
NIL	conserved hypothetical protein
NCU09959.7	conserved hypothetical protein
NCU02232.7	DNA primase small subunit
NIL	conserved hypothetical protein
NCU09756.7	conserved hypothetical protein
NCU03480.7	conserved hypothetical protein
NCU07972.7	hypothetical protein
NCU03576.7	conidiophore development protein hymA
NCU01036.7	DUF907 domain-containing protein
NCU01055.7	chromate ion transporter
NCU09188.7	conserved hypothetical protein
NCU02508.7	conserved hypothetical protein
NCU15829.7	Asd-4
NCU01543.7	PTAB
NCU08654.7	conserved hypothetical protein
NCU06709.7	conserved hypothetical protein
NCU09291.7	FAD dependent sulfhydryl oxidase Erv2
NCU17055.7	alpha/beta hydrolase
NCU02539.7	cell division control protein 54
NCU08973.7	SNARE protein Ykt6
NCU05201.7	potassium channel protein
NCU05705.7	conserved hypothetical protein
NCU05929.7	conserved hypothetical protein
NCU07448.7	conserved hypothetical protein
NCU07948.7	conserved hypothetical protein
NCU16323.7	hypothetical protein
NCU07480.7	conserved hypothetical protein
NCU00091.7	conserved hypothetical protein
NCU09573.7	conserved hypothetical protein
NCU06137.7	cytochrome P450 55A2
NCU00439.7	conserved hypothetical protein
NCU02511.7	tRNA (cytosine-5-)-methyltransferase NCL1
NCU07460.7	mob-2b
NCU06668.7	conserved hypothetical protein
NCU04120.7	cmd
NCU09453.7	conserved hypothetical protein
NCU05570.7	conserved hypothetical protein
NCU06655.7	lipid particle protein
NCU08084.7	conserved hypothetical protein
NCU08234.7	conserved hypothetical protein
NCU16502.7	predicted protein
NCU11102.7	SCJ1
NCU01268.7	ubiquitin-conjugating enzyme E2 6
NCU08741.7	pro11
NCU05114.7	conserved hypothetical protein
NCU00598.7	thioredoxin
NCU07348.7	conserved hypothetical protein
NCU00889.7	rab
NCU10388.7	peptidyl-prolyl cis-trans isomerase-like 3
NCU03402.7	membrane transporter
NCU16659.7	predicted protein
NCU04885.7	alpha-xylosidase
NCU02487.7	conserved hypothetical protein
NCU05948.7	conserved hypothetical protein
NCU08939.7	mannan polymerase II complex ANP1 subunit
NCU03532.7	conserved hypothetical protein
NCU16453.7	hypothetical protein
NCU04143.7	protein kinase
NCU08496.7	conserved hypothetical protein
NCU08783.7	epoxide hydrolase
NCU02568.7	conserved hypothetical protein
NCU03217.7	MRS7 family protein
NCU09331.7	HMF1
NCU09160.7	HPP family protein
NCU09040.7	mig-4
NCU01465.7	conserved hypothetical protein
NCU08438.7	conserved hypothetical protein
NCU09956.7	conserved hypothetical protein
NCU02074.7	endoplasmic oxidoreductin-1
NCU02071.7	conserved hypothetical protein
NCU09796.7	integral membrane protein
NCU02451.7	mitochondrial hypoxia responsive domain-containing protein
NCU08454.7	conserved hypothetical protein
NCU04694.7	predicted protein
NCU02088.7	conserved hypothetical protein
NCU05935.7	conserved hypothetical protein
NCU07037.7	conserved hypothetical protein
NCU02644.7	conserved hypothetical protein
NCU04503.7	ribosome biogenesis protein Ssf2
NCU00811.7	conserved hypothetical protein
NCU00930.7	tim10
NCU08569.7	conserved hypothetical protein
NCU02967.7	ankyrin repeat domain-containing protein
NCU08868.7	tgl-3
NCU07819.7	alpha-ketoglutarate-dependent taurine dioxygenase
NCU05629.7	conserved hypothetical protein
NCU09633.7	twinfilin-1
NCU06275.7	conserved hypothetical protein
NCU02187.7	conserved hypothetical protein
NCU05312.7	conserved hypothetical protein
NCU07337.7	conserved hypothetical protein
NCU02077.7	conserved hypothetical protein
NCU03863.7	conserved hypothetical protein
NCU03089.7	conserved hypothetical protein
NCU01506.7	conserved hypothetical protein
NCU03728.7	conserved hypothetical protein
NCU07103.7	conserved hypothetical protein
NCU02067.7	mitochondrial inheritance component mdm12
NCU04228.7	phytanoyl-CoA dioxygenase
NCU08745.7	conserved hypothetical protein
NCU08859.7	conserved hypothetical protein
NCU02436.7	conserved hypothetical protein
NCU03965.7	catabolite repression protein creC
NCU03200.7	serine/threonine-protein kinase sck1
NCU01383.7	conserved hypothetical protein
NCU10809.7	conserved hypothetical protein
NIL	conserved hypothetical protein
NCU04921.7	DUF1295 domain-containing protein
NCU00117.7	exocyst complex component Sec15
NCU00259.7	conserved hypothetical protein
NCU06967.7	conserved hypothetical protein
NCU10788.7	conserved hypothetical protein
NCU09630.7	conserved hypothetical protein
NCU08480.7	hsf-2
NCU03225.7	conserved hypothetical protein
NCU16844.7	hypothetical protein
NCU04443.7	quinone oxidoreductase
NCU07778.7	conserved hypothetical protein
NCU06607.7	conserved hypothetical protein
NCU08820.7	hypothetical protein
NCU03827.7	mrp-9
NCU05769.7	conserved hypothetical protein
NCU05094.7	short chain dehydrogenase/reductase
NCU07353.7	UPF0499 protein
NCU06772.7	conserved hypothetical protein
NCU06376.7	conserved hypothetical protein
NCU02614.7	peptidyl-prolyl cis-trans isomerase H
NCU02731.7	conserved hypothetical protein
NCU02400.7	metacaspase-1B
NCU07499.7	TOS1
NCU01171.7	DNA replication licensing factor mcm5
NCU11411.7	conserved hypothetical protein
NCU06256.7	phosphoglycerate mutase
NCU02659.7	conserved hypothetical protein
NCU03541.7	conserved hypothetical protein
NCU00097.7	bek-1
NCU04283.7	conserved hypothetical protein
NCU01284.7	conserved hypothetical protein
NCU01470.7	vacuolar protein 8
NCU01620.7	conserved hypothetical protein
NCU01292.7	conserved hypothetical protein
NCU09076.7	ATP-dependent RNA helicase
NCU03820.7	cell cycle checkpoint protein
NCU00526.7	Lcc1
NCU04053.7	conserved hypothetical protein
NCU08663.7	nonsense-mediated mRNA decay protein 3
NCU02483.7	conserved hypothetical protein
NCU04473.7	polysaccharide export protein
NCU04412.7	mrp-24
NCU02628.7	conserved hypothetical protein
NCU00297.7	conserved hypothetical protein
NCU09915.7	ndt80
NCU02865.7	conserved hypothetical protein
NCU01025.7	conserved hypothetical protein
NCU00934.7	conserved hypothetical protein
NCU03876.7	eif3i
NCU16905.7	hypothetical protein
NCU05287.7	mrp-20
NCU02222.7	conserved hypothetical protein
NCU04282.7	conserved hypothetical protein
NCU04872.7	conserved hypothetical protein
NCU06645.7	conserved hypothetical protein
NCU07576.7	conserved hypothetical protein
NCU07114.7	conserved hypothetical protein
NCU05939.7	cell division control protein 4
NCU02682.7	conserved hypothetical protein
NCU08571.7	conserved hypothetical protein
NCU00046.7	leucine Rich Repeat domain-containing protein
NCU00977.7	aconitate hydratase
NCU06880.7	AhpC/TSA family protein
NCU01462.7	conserved hypothetical protein
NCU02606.7	conserved hypothetical protein
NCU02988.7	conserved hypothetical protein
NCU09854.7	conserved hypothetical protein
NCU04615.7	osmolarity two-component system protein sln1
NCU07389.7	SAM and PH domain-containing protein
NCU04276.7	conserved hypothetical protein
NCU00794.7	ribosome biogenesis protein Rsa4
NCU08312.7	Sec1 family protein
NCU00313.7	conserved hypothetical protein
NCU09636.7	conserved hypothetical protein
NCU07423.7	conserved hypothetical protein
NCU07409.7	conserved hypothetical protein
NCU09321.7	sucrose transporter
NCU02761.7	conserved hypothetical protein
NCU02488.7	conserved hypothetical protein
NCU03369.7	mig-8
NCU00464.7	crp-63
NCU08303.7	LON domain serine protease
NCU09968.7	conserved hypothetical protein
NCU08417.7	conserved hypothetical protein
NCU00641.7	cytochrome c oxidase-assembly factor cox-16
NCU08638.7	conserved hypothetical protein
NCU05338.7	conserved hypothetical protein
NCU04309.7	phosphoribulokinase/uridine kinase
NCU08168.7	conserved hypothetical protein
NCU03675.7	conserved hypothetical protein
NCU04420.7	conserved hypothetical protein
NCU04218.7	RTA1 domain-containing protein
NCU07657.7	conserved hypothetical protein
NCU03332.7	3-oxoacyl-(acyl-carrier-protein) reductase
NCU08366.7	conserved hypothetical protein
NCU01975.7	cia30
NCU01791.7	SNF7 family protein
NCU05137.7	ncw-1
NCU03495.7	protein phosphatase 2c
NCU07154.7	yippee family protein
NCU03640.7	conserved hypothetical protein
NCU07649.7	integral membrane protein
NCU00110.7	conserved hypothetical protein
NCU07920.7	Lcc2
NCU06362.7	GTPase activating protein
NCU08975.7	predicted protein
NIL	conserved hypothetical protein
NCU07447.7	DUF803 domain-containing protein
NCU03423.7	secretory pathway protein Ssp120
NCU07434.7	short-chain dehydrogenase/reductase SDR
NCU05498.7	conserved hypothetical protein
NCU03517.7	Ski8
NCU05528.7	conserved hypothetical protein
NCU09478.7	conserved hypothetical protein
NCU06916.7	conserved hypothetical protein
NIL	conserved hypothetical protein
NCU09755.7	conserved hypothetical protein
NCU03749.7	hydroxyacylglutathione hydrolase
NCU07942.7	conserved hypothetical protein
NCU02729.7	transducin family protein
NCU10059.7	streptomycin biosynthesis protein StrI
NCU09029.7	conserved hypothetical protein
NCU03165.7	conserved hypothetical protein
NCU05448.7	conserved hypothetical protein
NCU07683.7	small nuclear ribonucleoprotein
NCU05354.7	conserved hypothetical protein
NCU16825.7	hypothetical protein
NCU01767.7	phophatase 2C family protein
NCU08186.7	conserved hypothetical protein
NCU03652.7	SNF2 family helicase/ATPase
NCU07474.7	ergot alkaloid biosynthetic protein A
NCU00170.7	DNAJ domain-containing protein
NCU08566.7	ro-11
NCU07656.7	conserved hypothetical protein
NCU16430.7	hypothetical protein
NCU03851.7	conserved hypothetical protein
NCU11216.7	conserved hypothetical protein
NCU07282.7	conserved hypothetical protein
NCU06958.7	conserved hypothetical protein
NCU00092.7	rRNA-processing protein efg-1
NCU11345.7	conserved hypothetical protein
NCU08396.7	conserved hypothetical protein
NCU02622.7	conserved hypothetical protein
NCU00653.7	conserved hypothetical protein
NCU09544.7	pod-2
NCU09425.7	NdvB protein
NCU01164.7	transcription elongation complex subunit
NCU09947.7	conserved hypothetical protein
NCU07802.7	conserved hypothetical protein
NCU07737.7	salicylate hydroxylase
NCU08149.7	conserved hypothetical protein
NCU04279.7	protein kinase domain-containing protein
NCU09170.7	alpha-N-arabinofuranosidase II
NCU10258.7	conserved hypothetical protein
NCU00011.7	conserved hypothetical protein
NCU01772.7	DNA-directed RNA polymerase III polypeptide
NCU01762.7	nucleolar RNAse III
NCU00881.7	conserved hypothetical protein
NCU05141.7	conserved hypothetical protein
NCU08863.7	conserved hypothetical protein
NCU00695.7	conserved hypothetical protein
NCU06478.7	conserved hypothetical protein
NCU00685.7	ck-1a
NCU07054.7	sugar transporter 4
NCU09244.7	conserved hypothetical protein
NCU07924.7	conserved hypothetical protein
NCU09725.7	conserved hypothetical protein
NCU05018.7	conserved hypothetical protein
NCU03172.7	conserved hypothetical protein
NCU04689.7	conserved hypothetical protein
NCU02842.7	conserved hypothetical protein
NCU07063.7	apr-8
NCU01246.7	urease accessory protein UreD
NCU08514.7	peptidyl-prolyl isomerase cwc-27
NCU07010.7	cortical actin cytoskeleton protein asp1
NCU09913.7	major royal jelly protein
NCU07383.7	transcriptional regulator Ngg1
NCU02404.7	RNP domain-containing protein
NCU04190.7	exocyst complex component Sec8
NCU01095.7	MFS drug transporter
NCU09380.7	pumilio domain-containing protein
NCU02875.7	conserved hypothetical protein
NCU07425.7	conserved hypothetical protein
NCU04144.7	sterol O-acyltransferase
NCU00538.7	PAP/25A associated domain family
NCU04939.7	conserved hypothetical protein
NCU07897.7	conserved hypothetical protein
NCU04154.7	conserved hypothetical protein
NCU05703.7	conserved hypothetical protein
NCU05150.7	conserved hypothetical protein
NCU00854.7	conserved hypothetical protein
NCU08796.7	conserved hypothetical protein
NCU02351.7	chitin synthase regulator 3
NCU09576.7	conserved hypothetical protein
NCU00472.7	CDC37
NIL	conserved hypothetical protein
NCU16557.7	conserved hypothetical protein
NCU06745.7	integral membrane protein
NCU10301.7	predicted protein
NCU05917.7	conserved hypothetical protein
NCU04126.7	conserved hypothetical protein
NCU05647.7	conserved hypothetical protein
NCU16561.7	conserved hypothetical protein
NCU02098.7	G/U mismatch-specific DNA glycosylase
NCU04761.7	conserved hypothetical protein
